title,originallink,link,description,pubDate
"[산업 이모저모] SK이노 환경과학기술원, 전과정평가로 제품 생애주기 전 단계...",http://www.greened.kr/news/articleView.html?idxno=305103,http://www.greened.kr/news/articleView.html?idxno=305103,"선정된 기업은 연구개발(R&amp;D) 영역에서 국비 과제 기반 지원(최대 4년)을 받으며 금융•인력•<b>수출</b> 컨설팅... 최근 집중호우로 피해를 입은 지역의 신속한 복구를 위해 ㈜<b>LIG</b>를 비롯하여 <b>LIG넥스원</b>, <b>LIG</b>정밀기술, <b>LIG</b>시스템... ",2023-07-21
"한국산 무기, 왜 폴란드에 대거 <b>수출</b>될까",https://daily.hankooki.com/news/articleView.html?idxno=980812,https://daily.hankooki.com/news/articleView.html?idxno=980812,"방산 <b>수출</b>계약도 논의 중이다. 폴란드가 K-방산 무기를 대거 수입하는 이유는 무엇보다 &apos;성능&apos;이 뛰어나기... <b>LIG넥스원</b>은 구미1, 구미2 공장에 첨단 무기체계 시설을 증설할 예정이다. 한국항공우주산업(KAI)은 경남 사천... ",2023-07-21
"<b>LIG넥스원</b>의 무인수상정, 글로벌 시장 진출 노린다",https://economist.co.kr/article/view/ecn202307210003,https://n.news.naver.com/mnews/article/243/0000047767?sid=101,또한 K-방산의 <b>수출</b> 흐름과 함께 새로운 <b>수출</b> 품목을 얻게 하는 중요한 기회이기도 하다. 김지찬 <b>LIG넥스원</b> 대표이사는 “갈수록 복잡해질 미래전의 전투 양상과 병력자원 고갈 문제를 동시 대응하기 위해서는 Navy... ,2023-07-21
"<b>LIG넥스원</b>·풍산, 네덜란드 &apos;큰 손&apos; 블랙리스트…&quot;비인도적 무기 판매&quot;",https://biz.newdaily.co.kr/site/data/html/2023/07/21/2023072100079.html,https://biz.newdaily.co.kr/site/data/html/2023/07/21/2023072100079.html,뉴데일리 이가영 기자 = <b>LIG넥스원</b>과 풍산이 글로벌 투자 큰손의 블랙리스트에 등재되는 불명예를... 영업과 설비투자 등 기본적 기업활동은 물론 국내외 기관투자자 유치가 되지 않으면서 <b>수출</b>금융을 위한 해외 차입이... ,2023-07-21
"[IPO 프리즘] 코츠테크, 공모 임박…FI 웃음꽃 필까",https://dealsite.co.kr/articles/107201,https://dealsite.co.kr/articles/107201,"주요 고객사는 <b>LIG넥스원</b>과 한화시스템, 현대로템 등 국내 방산업체다. 무기체계별로 납품업체가 지정된... IB업계 관계자는 &quot;오랜 업력을 바탕으로 안정적인 고객사를 확보했고 K2전차 폴란드 <b>수출</b> 등 추가... ",2023-07-21
정부 &quot;하반기 美 방산시장 빗장 풀 RDP 진전된 합의 도출…K방산 세계 4대강국...,https://www.asiatoday.co.kr/view.php?key=20230720010011909,https://www.asiatoday.co.kr/view.php?key=20230720010011909,"폴란드에 <b>수출</b>된 K-2 전차와 K-9 자주포, FA-50 등 국내 대표 무기체계 전시와 다양한 부대행사가 추진될 예정이다. 한화시스템, 한화에어로스페이스, 현대로템, 기아, 한국항공우주산업(KAI), <b>LIG넥스원</b>, 휴니드, SNT, 풍산... ",2023-07-20
"방산 4사, 우상향 곡선 그린다…&apos;수주잔고 61조&apos;",http://news.bizwatch.co.kr/article/industry/2023/07/20/0019,https://n.news.naver.com/mnews/article/648/0000018064?sid=101,"현대로템, <b>LIG넥스원</b>, 한국항공우주산업(KAI) 등 방위산업(방산) 4사의 2분기 성적표에도 관심이 모인다. 지난해 방산 기업들이 일제히 터뜨린 수주 잭팟이 실적에 반영될 것으로 기대되면서다. 지난해 방산 <b>수출</b>은... ",2023-07-20
"[특화단지 선정] 구미시, 반도체 특화단지 유치 성공…간절함·노력·당위성 ...",https://news.imaeil.com/page/view/2023072001022959566,https://n.news.naver.com/mnews/article/088/0000826372?sid=101,"경북에는 LG BCM(9월 준공)·포스코퓨처엠(2차전지), 한화시스템·<b>LIG넥스원</b>(국방), LG이노텍(미래차)... 시는 반도체 펀드 조성(1천억원), 품목 다각화 및 업종 전환 지원, 이차보전, <b>수출</b>경쟁력 강화, ESG경영지원 등을 통해... ",2023-07-20
"국가안보실, 2차 방산<b>수출</b>전략평가회의 개최…<b>수출</b> 성과·현안 점검",http://www.metroseoul.co.kr/article/20230720500649,http://www.metroseoul.co.kr/article/20230720500649,"국가안보실이 방산<b>수출</b>전략을 모색하기 위한 회의를 주재하고 올해 상반기 방산 <b>수출</b>의 성과를 점검하고... (KAI), <b>LIG넥스원</b>, 휴니드, 풍산, LS엠트론 등 국내 방산기업이 참가한다. ADEX는 한미동맹 70주년 기념행사 및... ",2023-07-20
"국가안보실, 2차 방산<b>수출</b>전략회의 개최…<b>수출</b>성과 점검",http://news.einfomax.co.kr/news/articleView.html?idxno=4274386,http://news.einfomax.co.kr/news/articleView.html?idxno=4274386,"(KAI), <b>LIG넥스원</b>, 풍산, LS엠트론 등 국내 방산기업이 참가한다. 임종득 차장은 &quot;지속 가능한 방산 <b>수출</b>을 위해 국가 차원의 <b>수출</b> 목표와 전략이 마련돼야 한다&quot;며 &quot;첨단기술 중심으로 방위산업 구조를 개편하고 민관... ",2023-07-20
대통령실 &quot;K-방산 성장 논하다&quot;,http://www.newsprime.co.kr/news/article.html?no=607606,http://www.newsprime.co.kr/news/article.html?no=607606,"폴란드에 <b>수출</b>된 K-2 전차와 K9 자주포, FA-50 등 국내 대표 무기체계 전시와 다양한 부대행사가 추진된다. 또 MSPO에는 △현대로템 △한화시스템 △환화에어로스페이스 △기아 △KAI △<b>LIG넥스원</b> △휴니드 △SNT △풍산... ",2023-07-20
[에디터 인터뷰] 여성 최초로 방산기업에서 사원으로 출발해 임원까지 오른 ‘...,https://www.news2day.co.kr/article/20230718500157,https://www.news2day.co.kr/article/20230718500157,"<b>LIG넥스원</b>은 PGM, C4ISTAR 등 2개의 국내 부문과 <b>수출</b>을 담당하는 해외 부문이 있다. 사업기획관리실은 부문의 전략, 기획, 인사, 재무 등의 기능을 수행한다. 직책을 맡고 11일 차에 연두 업무보고, 한 달 뒤에 부문... ",2023-07-18
K방산 &apos;세계 4위&apos; 도약 눈앞···한화에어로·현대로템 날개 달았다,http://www.enewstoday.co.kr/news/articleView.html?idxno=2020588,http://www.enewstoday.co.kr/news/articleView.html?idxno=2020588,지난해 한국 방위산업 업계가 폴란드 <b>수출</b>을 계기로 나토(NATO)에 입성하면서 역량을 확대하고 있는... 반면 <b>LIG넥스원</b>은 2분기 매출액 5754억원을 기록해 젼년 동기에 배해 17.4% 늘 것으로 전망되지만 영업이익은 4.8... ,2023-07-18
"&apos;방산만 하는&apos; <b>LIG넥스원</b>, 최대 실적 경신하나",http://www.fnnews.com/news/202307171602380380,https://n.news.naver.com/mnews/article/014/0005043329?sid=101,매출에서 내수가 대부분을 차지했던 <b>LIG넥스원</b>은 <b>수출</b> 비중(1분기 기준 19.5%)이 20%에 육박할 정도로 성장하고 있다. 특히 <b>LIG넥스원</b>이 지난해 한화시스템과 공동으로 UAE와 체결한 4조원 규모의... ,2023-07-18
"코스피, 미국 FOMC 관망에 중국 지표 부진 겹쳐 하락…외인 삼성전자·삼성전...",http://www.topstarnews.net/news/articleView.html?idxno=15368362,http://www.topstarnews.net/news/articleView.html?idxno=15368362,"(77억원), <b>LIG넥스원</b>(75억원) 등이다. ◆ 기관 매수/매도 종목 기관 순매수 상위 종목은 삼성전기... 1분기 경제성장률인 4.5%는 넘었지만 시장 전망치(7.1%)에는 못 미친 것으로 시장은 중국이 소비·투자·<b>수출</b>... ",2023-07-17
"&quot;한국, 4대 방산<b>수출</b>국 되면 매출 29.7조원&quot;…K-방산 드라이브",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202307171338001920391,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202307171338001920391,"한화에어로스페이스, 현대로템, 한국항공우주(KAI),<b>LIG넥스원</b> 등&apos;K-방산&apos;이대규모 해외 수주로 반등 기대감이 커지고 있다. 이런 가운데한국이 정부 목표대로 2027년 세계 4대 방산 <b>수출</b>국으로 올라설 경우 관련 매출과... ",2023-07-17
"상승세 꺾인 코스피, 약보합권서 등락…2615선",http://www.edaily.co.kr/news/newspath.asp?newsid=02574806635675504,https://n.news.naver.com/mnews/article/018/0005532043?sid=101,"7월 <b>수출</b> 등 경기 및 실적 펀더멘털 재료를 소화하면서 양호한 주가 흐름을 보일 전망”이라고... 반면 한화시스템(272210)은 9%대, <b>LIG넥스원</b>(079550)은 6%대, 신송홀딩스(006880)와 STX(011810), 화신(010690)은 5%대... ",2023-07-17
"방산업계, 2분기 실적 희비… 현대로템·한화에어로 ‘맑음’ vs <b>LIG넥스원</b>·...",https://biz.newdaily.co.kr/site/data/html/2023/07/17/2023071700105.html,https://biz.newdaily.co.kr/site/data/html/2023/07/17/2023071700105.html,다만 현대로템과 한화에어로스페이스는 전년 대비 큰 폭의 영업익 개선이 예상되는 반면 <b>LIG넥스원</b>과... K2 전차의 폴란드 <b>수출</b>을 계기로 방산(디펜스솔루션)부문 성장이 본격화하는 가운데 그간 부진했던 철도... ,2023-07-17
[분석] ‘태조이방원’에서 ‘이조’ 시대로 접어드나,http://www.g-enews.com/ko-kr/news/article/news_all/2023071622315945800647a96443_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/2023071622315945800647a96443_1/article.html,<b>LIG넥스원</b>의 주가는 14일 8만6600원으로 지난해 말보다 6.07% 하락했습니다. 원자력 종목은 원전 <b>수출</b> 가능성에 주가가 강세를 보이고 있지만 상승세가 두드러지지는 않습니다. 두산에너빌리티의 주가는 14일... ,2023-07-17
[단독] 외교·국방 협력의 상징 아크부대… “韓 군사기술·군인정신 전수 본...,https://www.seoul.co.kr/news/newsView.php?id=20230717006003&wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003377399?sid=102,아크부대 창설 이후 한국의 대UAE 방위산업 <b>수출</b>액은 215배로 증가했다. 실제로 <b>LIG넥스원</b>은 한화시스템 등과 공동으로 지난해 UAE와 4조원 규모의 중거리지대공요격체계 ‘천궁-II’(M-SAM II) <b>수출</b> 계약을 체결했다. 주... ,2023-07-17
"[분석] K-방산 <b>수출</b> 호재, 국내 방산주 올들어 주가 수준은?",http://www.g-enews.com/ko-kr/news/article/news_all/2023071323263163590647a96443_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/2023071323263163590647a96443_1/article.html,"K-방산 <b>수출</b>이 크게 늘면서 방산업체들의 주가가 승승장구하고 있습니다. 윤석열 대통령이 13일... 한국거래소에 상장된 주요 방위산업주로는 <b>LIG넥스원</b>, SNT다이내믹스(옛 SNT중공업), 기가레인, 기산텔레콤... ",2023-07-14
"美 자산운용사 &apos;피델리티&apos;, KAI 지분 추가 확대…민영화 신호탄되나",https://www.smartfn.co.kr/article/view/sfn202307130039,https://www.smartfn.co.kr/article/view/sfn202307130039,"이로써 피델리티는 한국<b>수출</b>입은행(26.41%), 국민연금공단(8.27%) 등에 이어 3대 주주로 등극했다. 세부... 최근까지 한화, <b>LIG넥스원</b> 등이 KAI의 유력한 인수 후보로 거론됐으나 가능성은 희박해 보인다. 한화는 지난... ",2023-07-13
방산 <b>수출</b> 늘어 ‘낙수 효과’ 톡톡… 무기·위성의 ‘눈’ 만드는 아이쓰리시...,https://biz.chosun.com/stock/stock_general/2023/07/13/JLXVBRC5LVG6FG7YPL7H7USNDI/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0000916498?sid=101,한국 방산 <b>수출</b> 확대에 아이쓰리시스템 주가도 상승 수주 잔고 중 20%가 우주 분야… 위성 센서도 생산 국내... <b>LIG넥스원</b>과 한화시스템 등이 아이쓰리시스템의 주요 고객이다. 백준기 NH투자증권 연구원은 “국내... ,2023-07-13
[더벨][재계 라이벌 열전]&apos;3세들&apos;은 왜 두산DST를 노렸을까,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202307111615276200108793,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202307111615276200108793,K2가 폴란드 <b>수출</b>로 효자가 되면서 전략은 성공했다. ◇&apos;키워서 인수한다&apos; 노선 바꾼 <b>LIG넥스원</b> 구 회장은 어땠을까. 구 회장은 <b>LIG넥스원</b>의 출범 초기부터 꾸준히 M&amp;A를 이야기해온 인물이다. <b>LIG넥스원</b>도 LG이노텍의... ,2023-07-13
"[더벨][캐시플로 모니터]<b>LIG넥스원</b>, 순이익에도 현금 급감한 이유 &apos;대량수주&apos;",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202307101702076960101927,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202307101702076960101927,등 <b>수출</b> 수주에까지 성공하는 등 성과가 컸다. 다만 이 대량의 수주 가운데 4조3000억원가량은 4분기에 집중됐다. 생산활동 개시를 위한 지출이 올해 1분기에 쏠릴 수밖에 없었던 것이다. 1분기 <b>LIG넥스원</b>의... ,2023-07-13
FA50 장착 AESA레이더 탑재여부 주목... K방산 지원 목소리 높아,https://www.seoul.co.kr/news/newsView.php?id=20230713004007&wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003376502?sid=100,<b>수출</b>용 AESA 레이더가 선행개발되면 국내 T/FA50 현존 전력 극대화를 위한 성능개량에도 크게 기여할 것으로 기대된다. <b>LIG넥스원</b> 김지찬 대표이사는 “FA50 AESA 레이더 개발 업체들이 괄목할만한 성과를 달성했지만... ,2023-07-13
FA50 장착 AESA레이더 탑재여부 주목... K방산 지원 목소리 높아,https://www.seoul.co.kr/news/newsView.php?id=20230712500213&wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003376452?sid=100,<b>수출</b>용 AESA 레이더가 선행개발되면 국내 T/FA50 현존 전력 극대화를 위한 성능개량에도 크게 기여할 것으로 기대된다. <b>LIG넥스원</b> 김지찬 대표이사는 “FA50 AESA 레이더 개발 업체들이 괄목할만한 성과를 달성했지만... ,2023-07-12
한·UAE 국방차관 회담… &apos;K방산&apos; 우수성 알리며 세일즈 외교,https://www.news1.kr/articles/5105501,https://n.news.naver.com/mnews/article/421/0006921890?sid=100,방상 <b>수출</b>에 대한 UAE 측의 관심을 당부했다. UAE 측은 작년 1월 우리 방산업체 <b>LIG넥스원</b>(079550)과 35억달러(약 4조7000억원) 규모의 &apos;천궁-Ⅱ&apos;(M-SAM Ⅱ) 도입 계약을 맺었다. UAE는 한국산 다연장로켓포 &apos;천무&apos;(K-239)도... ,2023-07-12
[더벨][재계 라이벌 열전]3세들이 &apos;방산 전쟁&apos;에 들고 나온 무기는,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202307101805417440102422,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202307101805417440102422,"지난해 1월 <b>LIG넥스원</b>, 한화시스템, 한화디펜스는 아랍에리미트(UAE)와 천궁-Ⅱ <b>수출</b> 계약을 맺었다. 4조2900억원 규모다. 3사가 협동 개발하며 <b>LIG넥스원</b>이 2조6000억원, 한화시스템이 1조3000억원, 한화디펜스가 3900억원을... ",2023-07-12
육·해·공 방산기업들 전세계서 잭팟… <b>수출</b> 20년새 120배 [비상하는 한국 방...,http://www.fnnews.com/news/202307111758408426,https://n.news.naver.com/mnews/article/014/0005040330?sid=101,"(M-SAM II)&apos; <b>수출</b>계약을 체결, 기술력을 인정받았다. 이를 토대로 중동시장에서 추가 수주에 총력을 다하고 있다. <b>LIG넥스원</b> 관계자는 &quot;UAE <b>수출</b>을 잇는 추가 수주활동에 적극 나서고 있다&quot;고 했다.",2023-07-11
"구광모·김동관 경제사절단, 폴란드 배터리·방산 협력 강화",https://www.nocutnews.co.kr/news/5974830,https://n.news.naver.com/mnews/article/079/0003789701?sid=101,"폴란드가 차지한 방산 <b>수출</b>액은 지난해 전체의 72%에 달한다. 한화시스템과 한화에어로스페이스, 한국항공우주산업(KAI), <b>LIG넥스원</b>, 현대로템 등이 주목받았다. 이전 경제 사절단 방문을 계기로 하반기 예상하는 2차... ",2023-07-11
"‘방산→배터리→원전’ 재계, 폴란드 ‘경제 외교’ 시동",https://biz.chosun.com/industry/company/2023/07/11/X2ASSSAGFVAVFDK6OPYPRXBHWQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0000915779?sid=101,"폴란드 방산 <b>수출</b> 확대로 한화시스템·에어로스페이스, 한국항공우주산업(KAI), <b>LIG넥스원</b>, 현대로템 등 국내 방산 기업들이 전 세계적으로 주목받는 계기가 됐다. 손재일 한화에어로스페이스 대표, 강구영 KAI 사장... ",2023-07-11
[더벨][재계 라이벌 열전]&apos;방산 키우는 3세&apos;들의 용인술은,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202307061756242680107314,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202307061756242680107314,"현대로템은 긴 적자 터널을 걸었고 <b>LIG넥스원</b>은 그룹의 선두다. 한화에어로스페이스에는 미래가 달렸다.... 사진=폴란드 국방부 한화디펜스는 손 대표의 취임 후 <b>수출</b> 날개를 달았다. 미국, 폴란드, 호주 등... ",2023-07-11
[더벨][재계 라이벌 열전]방산으로 맞붙은 3세 &apos;정의선·구본상·김동관&apos;,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202307051343385320103175,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202307051343385320103175,"2009년 미국 현지 사무소를 시작으로 중남미와 인도네시아, 사우디아라비아 등에 <b>수출</b>길을 열었다. 구 회장이 워낙 <b>LIG넥스원</b>의 영업 구심점 역할을 하다보니 그가 자리를 비웠던 사이 수주 계약이 불발되기도 했다는... ",2023-07-10
[르포] 장기불황 딛고 부활 날갯짓… 역대급 엔저에 &apos;바이 재팬&apos; 돈 몰린다,http://moneys.mt.co.kr/news/mwView.php?no=2023070714025053798,https://n.news.naver.com/mnews/article/417/0000933817?sid=101,"지속된 엔저에 한국은 기업의 <b>수출</b> 경쟁력 약화를 우려해야 하는 상황이다. 한국경제연구원에 따르면... SK하이닉스는 신한금융그룹, <b>LIG넥스원</b>과 함께 1000억원을 출자하고 일본 반도체기업에 투자한다는 계획을... ",2023-07-10
"삼성·SK, 日서 반도체 투자 확대하는 까닭",http://www.inews24.com/view/1610574,https://n.news.naver.com/mnews/article/031/0000757669?sid=101,"여기엔 SK하이닉스, 신한금융그룹, <b>LIG넥스원</b> 등이 공동 출자에 참여한다. 출자금은 1천억원이다. 특히... 이처럼 삼성과 SK와 일본에서 반도체에 힘을 싣는 건 반도체 <b>수출</b> 규제가 해소 되는 등 양국의 관계가 회복되고... ",2023-07-10
"윤, 유럽 순방 발판 &apos;방산 드라이브&apos;…이달 2차 전략평가회의",https://www.news1.kr/articles/5102460,https://n.news.naver.com/mnews/article/421/0006915913?sid=100,"방산<b>수출</b>에서도 규제 개선 작업을 이어간다는 방침이다. 지난 4월 1차 전략평가회의에서도 한화에어로스페이스, 현대로템, <b>LIG넥스원</b>, KAI, 풍산 등 방산업체들은 해소가 필요한 규제들을 언급한 것으로 전해졌다.... ",2023-07-09
"기업들, 폴란드에서 <b>수출</b> 새 길 찾았다",https://www.asiatime.co.kr/article/20230709500005,https://www.asiatime.co.kr/article/20230709500005,폴란드와 체결한 금액은 124억 달러로 전체 방산 <b>수출</b>액의 72%를 차지한다. K-9자주포를 홍보하는 방위사업청 블로그. 한화에어로스페이스·한국항공우주산업(KAI)·<b>LIG넥스원</b>· 한화오션·현대로템 등 한국 방산 업체들은... ,2023-07-09
[ETF줌인] 국내 방위산업 첫 투자 상품…최근 6개월 수익률 43%,https://www.sedaily.com/NewsView/29S1FR15ZX,https://n.news.naver.com/mnews/article/011/0004211438?sid=101,한화에어로스페이스(012450)와 한국항공우주(047810)(KAI)·현대로템(064350)·한화·<b>LIG넥스원</b>(079550) 등 국내... 특히 정부가 각국을 방문할 때마다 무기 <b>수출</b>을 적극적으로 시도하는 점이 호재로 작용했다는 평가다.... ,2023-07-07
"방위사업청, 엄동환 청장 등 대전청사 첫 출근 5일 마무리 시작...현수막 제거...",http://www.newsfreezone.co.kr/news/articleView.html?idxno=484022,http://www.newsfreezone.co.kr/news/articleView.html?idxno=484022,"주관해 <b>LIG넥스원</b>, KAI, 한화 등 8개 체계기업과 134개의 중소기업이 참가할 것으로 계획된 것이며 지난 6월... 방산<b>수출</b> 지원을 비롯한 방위산업 육성 업무를 담당하고 있으며 이를 위해 올해에만 약 17조 원의 예산을... ",2023-07-07
"‘K-방산 큰손’ 폴란드, 원전·배터리·건설도 러브콜 할까",https://magazine.hankyung.com/business/article/202307067363b,https://n.news.naver.com/mnews/article/050/0000066818?sid=101,이 중 폴란드와 한국 기업들이 체결한 금액은 124억 달러로 전체 방산 <b>수출</b>액의 72%를 차지한다. 한화에어로스페이스·한국항공우주산업(KAI)·<b>LIG넥스원</b>· 한화오션(구 대우조선해양)·현대로템 등 5사의 방산 수주... ,2023-07-07
[아주경제 오늘의 뉴스 종합] [르포] &quot;車 10대중 1대에 포스코 강판&quot;···전...,https://www.ajunews.com/view/20230706221741155,https://www.ajunews.com/view/20230706221741155,또 한 번 폴란드 <b>수출</b> &apos;잭팟&apos; 노리는 방산업계 국내 방산업체 수장들이 세계 각국으로 출장에 나서며 현지... <b>LIG넥스원</b>도 올해 루마니아 국영 방산기업인 롬암과 대공미사일 분야 업무협약을 추진하면서 동유럽에... ,2023-07-06
또 한 번 폴란드 <b>수출</b> &apos;잭팟&apos; 노리는 방산업계,https://www.ajunews.com/view/20230706151451916,https://www.ajunews.com/view/20230706151451916,방위산업 <b>수출</b>은 장기 프로젝트로 진행되는 만큼 네트워크 형성이 중요하게 작용한다. 수십조 원대 무기... <b>LIG넥스원</b>도 올해 루마니아 국영 방산기업인 롬암과 대공미사일 분야 업무협약을 추진하면서 동유럽에... ,2023-07-06
"코스피, 외인·기관 &apos;팔자&apos;에 사흘째 하락…외인 삼성전자·성우하이텍·기아...",http://www.topstarnews.net/news/articleView.html?idxno=15363275,http://www.topstarnews.net/news/articleView.html?idxno=15363275,"(46억원), <b>LIG넥스원</b>(42억원), 현대백화점(41억원), 명신산업(41억원), 삼성중공업(40억원), 한국항공우주... 이경민 대신증권[003540] 연구원은 &quot;중국 경기 부양 강도에 대한 의구심, 미중 <b>수출</b> 통제 이슈 등... ",2023-07-06
&apos;2023 한-루마니아 방위산업협력회의&apos; 개최…&apos;K방산&apos; 수주 이어질까,http://www.g-enews.com/ko-kr/news/article/news_all/2023070616014972626ed0c62d49_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/2023070616014972626ed0c62d49_1/article.html,"한화에어로스페이스 레드백 장갑차, 獨 경쟁사들과 수주 3파전 <b>LIG넥스원</b>, 현지업체와 탄약 현지생산 협력... 국내 방산기업 관계자들은 대표 무기체계를 전시하고 선보여 루마니아 방산업계에 무기 <b>수출</b>을 노린다는... ",2023-07-06
대구경북 공항신도시 산업 유치 시작…9월 구미서 첫 &apos;항공방위물류산업박람회...,https://news.imaeil.com/page/view/2023070521570799789,https://n.news.naver.com/mnews/article/088/0000823743?sid=101,"구미 산업 핵심이자 항공화물 수요가 증가할 것으로 보이는 방위 기업으로는 한화시스템, <b>LIG넥스원</b>이 각각... 해외 주요 항공사와 물류·방산기업 <b>수출</b>상담회도 열고자 각 사와 논의하고 있다. 9월 8일에는... ",2023-07-06
"K-방산, 품질·속도 무기로 폴란드 넘어 선진국으로",http://www.mediapen.com/news/view/833915,http://www.mediapen.com/news/view/833915,"원, <b>LIG넥스원</b>은 1791억 원을 기록했다. 올해 방산 3사의 매출 전망치는 15조1683억 원으로 전년대비 30%이상 증가할 것으로 예상되고 있다. 이 같은 국내 방산기업들은 동유럽 폴란드 <b>수출</b>을 발판으로 미국과 영국... ",2023-07-06
K방산 올해 수주잔고 50조 넘었다...&apos;<b>수출</b> 축포&apos;,http://www.newspim.com/news/view/20230705000438,http://www.newspim.com/news/view/20230705000438,"금융감독원 전자공시에 따르면 KAI의 1분기 기준 수주 잔액은 25조537억원, 한화에어로스페이스(방산) 19조927억원, <b>LIG넥스원</b> 11조8216억원을 기록했다. 상반기에 일찍이 올해 <b>수출</b> 목표치인 200억달러(약26조원)를... ",2023-07-06
&lt;특집&gt;“생태계형 지방시대 선도…경북도민 행복시대 열어갈 것”,http://www.ksmnews.co.kr/default/index_view_page.php?idx=433824&part_idx=229,http://www.ksmnews.co.kr/default/index_view_page.php?idx=433824&part_idx=229,"특히 정부의 세계 4대 방산 <b>수출</b>국 도약목표에 발맞춰 국내 주요 방위산업체인 <b>LIG넥스원</b>과 한화시스템의 투자유치로 K-방산의 거점으로 도약할 수 있는 발판을 마련했으며, 올 4월 발표 난 방위사업청 ‘2023... ",2023-07-05
"尹, 일본 반도체 개방하자…日 향하는 삼성·SK [DD인더스]",https://www.ddaily.co.kr/page/view/2023070500054662485,https://n.news.naver.com/mnews/article/138/0002151644?sid=101,"일본 <b>수출</b>규제로 멀어졌던 사이가 쌍방 투자로 가까워지는 분위기다. 4일 SK하이닉스는 SK스퀘어, 신한금융그룹, <b>LIG넥스원</b> 등과 1000억원을 공동 출자해 해외 유망 반도체 소재·부품·장비(소부장) 기업에 투자한다고... ",2023-07-05
7월 1주 주요 제조업 전망,http://www.laborplus.co.kr/news/articleView.html?idxno=31900,http://www.laborplus.co.kr/news/articleView.html?idxno=31900,"1%) *현대차‧기아‧한국지엠‧KG모빌리티‧르노코리아(반조립제품 <b>수출</b> 포함) * 현대자동차: 37만 5,113대... SK하이닉스, 신한금융그룹, <b>LIG넥스원</b> 등이 공동 출자에 참여함. 투자법인은 이번 1,000억 원을 시작으로... ",2023-07-05
"하나증권 “중동사업 확대 기대감, 한화에어로 현대건설 두산밥캣 주목”",https://www.businesspost.co.kr/BP?command=article_view&num=320204,https://www.businesspost.co.kr/BP?command=article_view&num=320204,"한화시스템, <b>LIG넥스원</b> 등을, 원자력 쪽에서는 두산에너빌리티와 현대건설, 한전기술, 대우건설, 한전KPS... 국내 주요 <b>수출</b>기업들은 아랍에미리트뿐 아니라 사우디아라비아를 향한 기대감도 점점 더 커질 것으로... ",2023-07-05
"3D프린팅, ‘빠르고 강한 軍’ 만드는 솔루션 자리매김",http://amenews.kr/news/view.php?idx=54144,http://amenews.kr/news/view.php?idx=54144,러-우 전쟁으로 촉발된 전 세계적인 안보 불안으로 인해 지난해 우리나라 방위산업 <b>수출</b>이 역대 최대인... <b>LIG넥스원</b>은 2014년부터 3D프린팅 기술을 활용해 레이다·위성·로봇 등에 사용되는 고강도·경량 구성품의... ,2023-07-04
&apos;SK·신한·<b>LIG</b>&apos; 반도체 연합이 &apos;일본 소부장&apos;에 투자하는 이유,https://www.bloter.net/news/articleView.html?idxno=603511,https://n.news.naver.com/mnews/article/293/0000045564?sid=105,SK하이닉스·SK스퀘어가 신한금융그룹·<b>LIG넥스원</b>과 함께 일본과 미국 등 해외 유망 반도체 소부장(소재... 한국과 일본은 최근 서로를 화이트리스트(<b>수출</b>심사 우대국)에 복원했다. 한국이 지난 4월 일본을... ,2023-07-04
"&quot;반도체 업종, 하반기 반등 시나리오 유력&quot;",https://www.nocutnews.co.kr/news/5970531,https://n.news.naver.com/mnews/article/079/0003787101?sid=102,"전망…<b>LIG넥스원</b>, 한화에어로스페이스 등 관심 ■ 방송 : [CBS매거진] 광주CBS 라디오 표준FM 103.1MHz (월~금, 16:30... 중국 <b>수출</b> 중단을 고려 중이라는 뉴스에 주가가 급락하면서 다음날은 오히려 악재로 작용하면서 반도체... ",2023-07-04
AI접목한 미래방산 韓은 &apos;걸음마&apos; 民·軍 혁신기술 교류확대도 과제,https://www.mk.co.kr/article/10775563,https://n.news.naver.com/mnews/article/009/0005153214?sid=100,"방산<b>수출</b>기획팀은 국방부, 외교부, 산업통상자원부, 방위사업청 등 정부부처뿐 아니라 한화에어로스페이스, 현대로템, <b>LIG넥스원</b>, 한국항공우주산업(KAI), 풍산 등 방산기업을 망라해 방산<b>수출</b>전략평가회의를 진행했다.... ",2023-07-03
